id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Voix 14,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Voix 14,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Voix 14,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Voix 14,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/inscrits 14,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/inscrits 14,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/inscrits 14,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/inscrits 14,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/inscrits 14,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/exprimés 14,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/exprimés 14,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/exprimés 14,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/exprimés 14,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/exprimés 14,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Elu 14,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Elu 14,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Elu 14,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Elu 14,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Elu 14,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Numéro de panneau 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Numéro de panneau 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Numéro de panneau 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Numéro de panneau 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Numéro de panneau 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nuance candidat 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nuance candidat 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nuance candidat 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nuance candidat 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nuance candidat 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nom candidat 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nom candidat 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nom candidat 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nom candidat 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nom candidat 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Prénom candidat 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Prénom candidat 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Prénom candidat 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Prénom candidat 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Prénom candidat 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Sexe candidat 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Sexe candidat 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Sexe candidat 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Sexe candidat 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Sexe candidat 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Voix 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Voix 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Voix 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Voix 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Voix 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/inscrits 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/inscrits 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/inscrits 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/inscrits 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/inscrits 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/exprimés 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/exprimés 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/exprimés 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/exprimés 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/exprimés 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Elu 15,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Elu 15,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Elu 15,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Elu 15,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Elu 15,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Numéro de panneau 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Numéro de panneau 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Numéro de panneau 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Numéro de panneau 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Numéro de panneau 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nuance candidat 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nuance candidat 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nuance candidat 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nuance candidat 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nuance candidat 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nom candidat 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nom candidat 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nom candidat 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nom candidat 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nom candidat 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Prénom candidat 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Prénom candidat 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Prénom candidat 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Prénom candidat 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Prénom candidat 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Sexe candidat 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Sexe candidat 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Sexe candidat 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Sexe candidat 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Sexe candidat 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Voix 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Voix 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Voix 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Voix 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Voix 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/inscrits 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/inscrits 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/inscrits 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/inscrits 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/inscrits 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/exprimés 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/exprimés 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/exprimés 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/exprimés 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/exprimés 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Elu 16,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Elu 16,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Elu 16,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Elu 16,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Elu 16,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Numéro de panneau 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Numéro de panneau 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Numéro de panneau 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Numéro de panneau 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Numéro de panneau 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nuance candidat 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nuance candidat 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nuance candidat 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nuance candidat 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nuance candidat 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Nom candidat 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Nom candidat 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Nom candidat 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Nom candidat 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Nom candidat 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Prénom candidat 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Prénom candidat 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Prénom candidat 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Prénom candidat 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Prénom candidat 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Sexe candidat 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Sexe candidat 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Sexe candidat 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Sexe candidat 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Sexe candidat 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Voix 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Voix 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Voix 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Voix 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Voix 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/inscrits 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/inscrits 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/inscrits 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/inscrits 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/inscrits 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",% Voix/exprimés 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",% Voix/exprimés 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",% Voix/exprimés 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",% Voix/exprimés 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",% Voix/exprimés 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Elu 17,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Elu 17,
51,Marne,51003,3ème circonscription,78476,51768,"65,97%",26708,"34,03%",49936,"63,63%","96,46%",1257,"1,60%","2,43%",575,"0,73%","1,11%",Elu 17,
51,Marne,51004,4ème circonscription,77894,50490,"64,82%",27404,"35,18%",49208,"63,17%","97,46%",840,"1,08%","1,66%",442,"0,57%","0,88%",Elu 17,
51,Marne,51005,5ème circonscription,75602,51971,"68,74%",23631,"31,26%",50981,"67,43%","98,10%",616,"0,81%","1,19%",374,"0,49%","0,72%",Elu 17,
51,Marne,51001,1ère circonscription,75390,48575,"64,43%",26815,"35,57%",47446,"62,93%","97,68%",789,"1,05%","1,62%",340,"0,45%","0,70%",Numéro de panneau 18,
51,Marne,51002,2ème circonscription,74627,49443,"66,25%",25184,"33,75%",48553,"65,06%","98,20%",552,"0,74%","1,12%",338,"0,45%","0,68%",Numéro de panneau 18,
